combined_data
"TitleKoi Laut Ke Aaya Hai Overview Newlyweds Gitanjali and Abhimanyu's happiness is short-lived. Abhimanyu's death takes Gitanjali on a mysterious journey. genre Mystery, Romance, Thriller"
TitleSaath Nibhana Saathiya Overview The lives of two female cousins after their respective marriages within the household of the Modi family. genre Family
"TitleYeh Rishta Kya Kehlata Hai Overview The story was about Akshara and Naitik who were bounded by arrange marriage, how the two fell in love and how they faced the little problems that come in everyone's lives. Kartik and Naira ...                See full summary » genre Drama"
TitleSapna Babul Ka.... Bidaai Overview The trials and tribulations of sisters Ragini and Sadhna. Ragini and Sadhna are different in terms of beauty. genre Drama
"TitleBaa Bahoo Aur Baby Overview Tracks the story of an elderly woman Godavari Thakkar and her family, consisting of 6 sons, 2 daughters and their spouses and children. Godavari, who hails from a very poor family, lives in her father's huge mansion, the famous Krishna Villa in Parla East, Mumbai, given to her by her brothers who are settled in the United States. genre Comedy, Drama"
"TitleDes Mein Niklla Hoga Chand Overview Pammi a NRI living in London engaged to Rohan falls in Love with Dev on her Visit to India. genre Drama, Romance"
"TitleSanjivani: A Medical Boon Overview A story about four medical interns (Juhi, Rahul, Simran and Omi). All of them have joined Sanjivani Hospital as interns. genre Drama"
"TitleRishton Ka Chakravyuh Overview Set amidst the royal backdrop, the show focuses on a rich industrial family residing at the majestic Lal Mahal, which is home to many conspiracies. It depicts the story of Satrupa, an authoritative woman and her daughter Anami. genre Drama"
"TitleSaara Akaash Overview Explores the dedication and determination of each of these officers, and also tries to delve into the friendship, love, heartbreak and tragedies. genre Action, Drama, Romance"
"TitleShaurya Aur Suhani Overview This is a tale of two lovers. A tale imbibed in magic, Suhani the princess of Kalpi kingdom falls for the brave and handsome Shaurya, a commoner. He is unaware of his royal heritage, that ...                See full summary » genre Fantasy"
TitleRaja Ki Aayegi Baraat Overview The journey of a Rani as she goes from a servant to the queen of the palace and how she manages the responsibilities of a queen and the elder daughter-in-law. genre Family
TitleKabhi Aaye Naa Judaai Overview The story of a united family which finds itself confronted with the biggest temptation of all times - money. genre Drama
"TitleSaarrthi Overview The story is a reworking of the Hindu epic, the Mahabharata, detailing the conflict between two brothers and their families in contemporary India. genre Drama"
TitleKaram Apnaa Apnaa Overview A small town girl who goes through a lot of hardships and finally comes out with triumphant colors. genre Drama
TitleKayamath Overview The story centers around Praachi - a simple girl with dreams in her eyes. Praachi draws her strength from her father Inder Goenka . Praachi's life is completely transformed when her father dies. Circumstances change her life. genre Drama
"TitleKahiin To Hoga Overview A story of five sisters who are brought up with middle-class values. The eldest sister Kashish, falls for a rich industrialist named Sujal, unaware that he will be responsible for ruining her life. genre Drama"
"TitleKumkum: Ek Pyara Sa Bandhan Overview Kumkum marries Jatin, the grandson of the Wadhwa family. Soon after their marriage, Jatin dies of brain tumour. Worried about Kumkum's future, the family decides to get her married again. genre Drama, Family"
"TitleEk Hasina Thi Overview Durga is out to avenge the crimes committed by Shaurya, a playboy and the scion of the powerful Goenka family of Kolkata. genre Drama"
"TitleIkyawann Overview Ikyawann is a Hindi TV serial aired on Star Plus. It is about Susheel Parekh, an awkward, diffident girl who is unsure of her place in the world but learns with time to fight life's problems. genre Drama"
"TitleIshqbaaaz Overview The story is about three brothers - Shivaay, Omkara and Rudra -- who share an unbreakable bond despite their dysfunctional family. genre Drama, Family, Romance"
"TitleMeri Durga Overview Yashpal is illiterate and works as a peon in a school. Despite no social encouragement for female education, Yashpal aspires to educate his daughter, Durga, But Durga's calling lies elsewhere. genre Drama"
"TitleNaamkarann Overview Naamkaran is the story of an illegitimate 11 year old girl, Avni Ayesha, who tries to give herself a legitimate identity despite cruel obstacles by her own grandmother Dayawanti Mehta. genre Action, Drama, Romance"
"TitleTu Sooraj Main Saanjh Piyaji Overview After her parents' death, Kanak stays with her grandmother, Bhabho. Although Bhabho hates her, Kanak secretly wishes to win her love one day. genre Drama"
"TitleAkkad Bakkad Bambey Bo Overview The story revolves around the life of a ghost of a road side vendor, who has to perform a certain number of good deeds to go on to heaven, and his upmarket friends who he refers to as babua log. genre Fantasy"
"TitleKarishma Kaa Karishma Overview Karishma is a Robot created by a scientist Vikram. And adventures follows by Karishma robot. genre Comedy, Family, Fantasy"
TitleBurey Bhi Hum Bhale Bhi Hum Overview A joint Family Drama - How can such a big joint family live in together. genre Comedy
"TitleKhichdi Overview A family comedy about an angry old man, his good-for-nothing son Praful and daughter-in-law Hansa, widowed daughter-in-law Jayshree, and grandchildren Jackie and Chakki, who are the smartest ones of all. genre Comedy"
"TitleHum Saath Aath Hai Overview Satya Prakash Kapoor, a widower, is a teacher by profession. He has imparted traditional family values to his sons Ram and Laxman. One of his major desires in life is to find ""ideal Indian bahus"" for his sons. genre Family"
"TitleSumit Sambhal Lega Overview Sumit, a reckless young man, runs away from responsibilities. Moreover, without understanding the seriousness of the situation, he ends up making a mockery of it. genre Comedy"
"TitleTu Mera Hero Overview Lazy, affable Titu's charm sweeps Panchi, the girl-next door off her feet. Watch them go on this joy ride as they follow different dreams. genre Drama"
TitleTu Tu Main Main Overview A hilarious comedy featuring a dominant mother-in-law and her equally boisterous daughter-in-law. genre Comedy
TitleAarambh Overview Set in ancient India during the age of Vedas the epic tale follows the war between the Dravidians and the Aryans. genre Drama
"TitleChandra Nandini Overview A drama about Chandragupta, the founder of the Maurya empire, a great warrior and ruler, known for uniting the Indian sub-continent. However, there remains his unexplored love story with ...                See full summary » genre Drama, History, Romance"
"TitleDekho Magar Pyaar Se Overview Everyone loves Nikita. She is a beautiful, sweet-natured Girl. Her beautiful life changed when tragedy takes her mother's life and Nikki is forced to live under the hateful grip of her ...                See full summary » genre Drama"
"TitleDhhai Kilo Prem Overview Set in Agra, this is an unusual love story of Deepika and Piyush. Deepika doesn't care about her looks while weight issues bother Piyush. genre Drama"
"TitleDharti Ka Veer Yodha Prithviraj Chauhan Overview The historical story begins with the childhood of Prithviraj.It shows how he became the king.The begins the epic love story of Prithviraj and Sanyogita and how Mohammed Ghor attack Delhi. genre Drama, History"
TitleDil Boley Oberoi Overview Dil Boley Oberoi is a spin off of the 2016 show Ishqbaaaz (2016). The show will mainly focus on the love stories of the brothers Omkara and Rudra. genre Romance
"TitleDil Sambhal Jaa Zara Overview Ahana, a young girl navigating her life in urban India, gets caught in a web of relationships when she meets Anant, a middle-aged man. genre Drama"
"TitleDiya Aur Baati Hum Overview Who is a soulmate? She, who willingly forgets all her dreams and aspirations and takes on her husband's aspirations as her own or he who fights all odds, including his family to stand by his wife and ensure that she fulfills her dream....? genre Drama, Romance"
"TitleDosti... Yaariyan... Manmarziyan Overview Radhika Mishra and Samaira Khanna two young women who are friends but hail from different backgrounds. Radhika, a reserved but amiable middle class girl, loves to write. She desires to ...                See full summary » genre Drama"
TitleEk Aastha Aisi Bhee Overview Aastha is an atheist who gets married into a religious family and ultimately changes their outlook towards God and religious beliefs. genre Drama
TitleEk Hazaaron Mein Meri Behna Hai Overview Two sisters who love each other enough to share their life and breath with each other. genre Drama
"TitleEk Nanad Ki Khushiyon Ki Chaabi... Meri Bhabhi Overview Ek Nanad Ki Khushiyon Ki Chaabi, Meri Bhabhi is a show about the lovely bond shared between a sister-in-law and daughter-in-law. Shraddha the nanad finds a friend in Kritika her bhabhi. ...                See full summary » genre Drama"
"TitleEk Veer Ki Ardaas: Veera Overview Rannvijay raises his half-sister, Veera, like his own child and nurtures her. However, their mother, Ratan, shows her contempt towards Veera on the outside but helps her son raise her nonetheless. genre Family"
TitleGulmohar Grand Overview Gulmohar Grand is a prestigious hotel in the city. People from all around the world comes here to stay. Along with the guests comes new issues and problems. Gulmohar Grand staffs try to ...                See full summary » genre Drama
"TitleIshq Kills Overview Love in its darkest form can lead to crimes of obsession and passion. Love, sin & retribution around forbidden relationships. 26 episodes inspired by True Stories. genre Crime, Drama, Romance"
"TitleIss Pyaar Ko Kya Naam Doon Overview Arnav, a wealthy business tycoon, decides to ruin Khushi's reputation after he thinks she sabotaged one of his events. Meanwhile, Khushi quietly suffers for the crimes she didn't commit. genre Drama, Romance"
"TitleIss Pyaar Ko Kya Naam Doon 3 Overview Advay Singh Raizada and Chandni Narayan Vashishth's intense love story of revenge and redemption. genre Drama, Music, Mystery"
"TitleJaana Na Dil Se Door Overview In spite of having contrasting personalities, Vividha and Atharv end up falling in love with each other. However, the differences in their social background cause trouble in their relationship. genre Drama, Family, Romance"
TitleKashmeer Overview A triangle love saga set on the background of Kashmeer. genre Drama
TitleKasturi Overview The show revolves around a middle class girl Kasturi who works for a Rockstar. genre Drama
TitleKis Desh Mein Hai Meraa Dil Overview Eternal and passionate love story of Prem and Heer who are destined to be together from their childhood. genre Drama
"TitleKkavyanjali Overview This story about Kavya-Anjali (mix named Kavyanajli). Kkavya, son of Mayank Nanda, returns to India from the US. He falls in love with Anjali in Shimla, but Anjali has no idea of his ...                See full summary » genre Drama"
"TitleKora Kagaz Overview Pooja, a new bride, is abandoned by her husband right after marriage. She tries to put her life together with the support of her brother-in-law. The show revolved around Pooja's choices and how she comes to terms with reality. genre Drama"
"TitleKya Qusoor Hai Amala Ka? Overview Amala, A beautiful girl who lives a humble life with her brother in dharmashala, an unfortunate incident takes place in her life which shatters her dreams. genre Drama"
"TitleLove Ka Hai Intezaar Overview Actress Kamini Mathur is an ordinary girl at heart, looking for true love and then she meets Madhav Singh Ranawat, a Rajasthani prince. Will these star-crossed lovers find a way to be together? genre Drama, Romance"
"TitleMann Kee Awaaz Pratigya Overview The story is based in Allahabad, Uttar Pradesh, India, a place which is largely male dominated and women lead very sheltered and withdrawn lives. Pratigya-who lives here is a educated young...                See full summary » genre Drama"
TitleMaryada: Lekin Kab Tak? Overview Story of a girl who tries to take out the bitter truth of her life but fall in love with someone whose family member constantly reminds her past. genre Drama
TitleMitwa - Phool Kamal Ke Overview The drama is set in UP where rigid caste system and tradition prevail. genre Drama
"TitleNavya: Naye Dhadkan Naye Sawaal Overview Soft-spoken Navya falls in love with good-natured Anant. They get married after the initial hiccups but life is not all roses. genre Drama, Romance"
"TitlePyaar Ka Dard Hai Meetha Meetha Pyaara Pyaara Overview Rich boy Aditya who doesn't believe in marriage; whereas small town Pankhuri who thinks""marriage is for keeps""come together amidst broken with pure soul and property feuds genre Drama"
"TitlePyaar Ke Do Naam: Ek Radha, Ek Shyaam Overview ""Pyaar Ke Do Naam"" is an original drama about the concept of true love and reincarnation. It revolves around a couple, Raadha and Shyaam, who are destined to love each other but are unable ...                See full summary » genre Romance"
"TitleSaboot Overview Saboot is a detective series with Anita Kanwar playing Inspector KC who is not your run of the mill detective. She appears confused and anxious but behind all this, she is a very observant ...                See full summary » genre Thriller"
"TitleSangam Overview Sangam is the story of a young girl named Ganga, who is ambitious and believes in following her father's dreams and giving the best to her family. Her parents are her support pillars who ...                See full summary » genre Drama"
"TitleSaraswatichandra Overview In this classic tale of love and heartbreak, Saras and Kumud are soulmates who are repeatedly denied the joy of being together. Will destiny bring them together? genre Romance"
"TitleSasural Genda Phool Overview A high profile girl, Suhana (Ragini Khanna), gets married to a middle-class boy, Ishaan Kashyap (Jay Soni), who lives with his entire family in Chandni Chowk, Delhi. The show centers on how...                See full summary » genre Drama"
TitleSiya Ke Ram Overview Traces the story of ramayan character Sita from a very different perspective. For the first time the story is televised in this detail. genre History
"TitleTere Liye Overview Tere Liye story revolves around a love story between Anurag and Taani. They traverse different phases of life from childhood. Finally, they reach to the adulthood. The story reveals the life story of two people and their emotional bond. genre Romance"
"TitleThodi Si Zameen Thoda Sa Aasmaan Overview The story of Uma, a 27-year old obedient daughter of a mill worker, who undertakes several jobs to run the family ever since the mill has shut. Set in the heart of Mumbai in a middle class ...                See full summary » genre Drama"
"TitleTere Sheher Mein Overview The coming-of-age of Amaya Mathur, born to a rich father, whose shocking suicide leaves the family in doldrums. But the worse is yet to come, when the family has to move to Banaras. genre Drama"
"TitleTere Mere Sapne Overview The story, focuses on the issue of migration when youths from rural North India come to the city of dreams, Mumbai, but are exploited. Sarju comes to Mumbai to make a living for his family,...                See full summary » genre Drama"
TitleTujh Sang Preet Lagai Sajna Overview Balwant and Vikramaditya used to be best friends despite the fact that the latter was a land owner and the former was a farmer. Their friendship was an example for everyone and they were ...                See full summary » genre Drama
"TitleSsshhhh... Koi Hai Overview A non hosted horror anthology series. genre Action, Adventure, Drama"
"TitleShaka Laka Boom Boom Overview A guy gets a magic pencil, which makes pictures real genre Adventure, Family, Fantasy"
"TitleShararat Overview The story revolves around how different people in the family adjust to the magical powers of naani and her daughters, who use their magical powers for their needs. genre Comedy, Fantasy, Romance"
"TitleSilsila Pyaar Ka Overview The story revolves around student Raunak Tiwari and his overly possessive mother Janki. genre Drama, Romance"
"TitleKullfi Kumarr Bajewala Overview The story follows the journey of a young singing prodigy Kullfi, who sets out to find her father, Sikandar Singh Gill. genre Drama, Family, Musical"
TitleKasautii Zindagii Kay Overview The story of Anurag and Prerna. It is the story of the trials and tribulations their love faces. genre Drama
"TitleHar Shaakh Pe Ullu Baithaa Hai Overview Set in the fictitious Ulta Pradesh, this political satire revolves around the cunning minister, Chaitu Laal. He and his family take full advantage of the public resources and the perks that...                See full summary » genre Comedy"
"TitleQayamat Ki Raat Overview An evil tantrik's curse on a family and how it destroys the peace and the well-being of the village, and every person that lives there. genre Horror, Thriller"
"TitleKrishna Chali London Overview Set in Kanpur, rich and spoiled Radhe gets married to a studious Krishna. While all Radhe want is a little love, the wedding crushes Krishna's aspirations, leaving her miserable. Will this mismatched couple ever find a middle ground? genre Drama"
"TitleNazar Overview An evil Daayan, who worship the mother goddesses Kali and Durga. But as a devil, she was cursed by gods and captured into the human world. genre Horror, Thriller"
"TitleKalash Overview Two sisters: Rano and Bulbul, who love each other a lot. Bulbul, the elder of the two, is beautiful but a selfish girl; whereas Rano is caring and loving. The tables are turned when they start liking the same person, Ram. genre Drama"
"TitleKasautii Zindagii Kay Overview A re-imagination of Anurag and Prerna's soul-stirring romance. Made for each other, will these star-crossed lovers unite against the odds of betrayal, revenge and retribution? genre Drama, Romance"
"TitleMohi Overview Life takes a Sharp turn for tribal girl and aspiring doctor,Mohi,When she comes to the big city. genre Drama"
"TitleDance Plus Overview Discover solo, couple and group performances starting a movement in revolutionary styles. Transforming dance culture, to find the next big dance trend. genre Reality-TV"
"TitleHamari Devrani Overview A family drama about the Nanavati Parivaar, based in Ahmedabad. It strongly establishes the sweet yet, at times, sour relationship between the five elder bahu's of the family and their youngest devrani. genre Drama"
"TitleMeri Awaz Ko Mil Gayi Roshni Overview A story about Raj and Sudha's love, and Sudha's desire to become a singer to fulfill her late mother's dreams. genre Drama, Musical, Romance"
"TitleSuhani Si Ek Ladki Overview Average-looking Suhani faces an uphill task of winning her rich and mighty husband, Yuvraaj's love, and be accepted in her marital home. genre Drama"
"TitleTamanna Overview After her family refuses to support her aspiration of becoming a cricketer, Dharaa, now a mother, attempts to fulfill her dreams again. genre Drama, Sport"
"TitleTeri Meri Love Stories Overview A series of 16 heart-warming stories about complicated relationships revolving around love, heartbreaks, trust and betrayal. genre Romance"
"TitleKaali: Ek Punar Avatar Overview Inspired from a real life case, Kaali tells the story of a mother who fights for justice against a strongman who kills her son in well orchestrated plan to forbid him from marrying his daughter. genre Drama"
"TitleKyun Hota Hai Pyarrr Overview A college-based series that essentially revolves around Niki, Adi and Ash - their lives and love. genre Romance"
"TitleKarn Sangini Overview Urvi, a beautiful princess born into a blue-blooded royal family falls head over heels for a low-born but radiant and talented young archer, Karn. genre Drama"
"TitleLOC - Life Out of Control Overview Set in London, LOC pivots around an Indian cook, Gurpreet Singh Malik, and a Pakistani headwaiter Chand Mohammad Malik working in a restaurant owned by a British. genre Comedy"
"TitleKrishna Arjun Overview A pair of young detectives based in Mumbai take on cases that range from murder mysteries, kidnapping, thefts, missing cases to frauds. genre Thriller"
TitleKoie Jane Na Overview It is the tale of the renowned Rajvansh family and the evil ways in which Rudra tries to quench his vengeance by unleashing supernatural powers at the family that disowned him for trying to...                See full summary » genre Thriller
TitleKabhie Kabhie Overview When friends turn enemies - this forms the essence of Kabhie Kabhie. It is the fascinating and compelling story of the intense friendship of two girls. Radha and Mandira and fierce struggle...                See full summary » genre Drama
"TitleKabhii Sautan Kabhii Sahelii Overview The show is an emotional saga centered on two best friends, Sonia and Tanu. From childhood onward, they share everything with each other, be it their memories or the emotional highs and ...                See full summary » genre Drama"
TitleGrihasti Overview A family of seven women learn to survive in a man's world after the patriarch and sole bread winner of the family dies. genre Drama
"TitleSabki Laadli Bebo Overview An Affluent, respectable, traditional Punjabi family of three brothers and their parents always yearned for a girl. Their happiness knew no bounds when, after years, God answered their prayers and a daughter was born. genre Drama"
TitleChehra Overview A 24-year- old Handicapped Women Bandini is stunned when this most sought-after bachelor proposes marriage to her. Some think it's pure luck while others think it's her good karma. But there is more to it than meets the eye. genre Thriller
"TitleEverest Overview A 21 year old girl tries to scale Mount Everest in order to win her father's affection. genre Adventure, Drama"
"TitleDil Toh Happy Hai Ji Overview Based in Amritsar, a heart-warming tale of a free-spirited girl, Happy. With dreams in her eyes and positivity that's contagious, will she succeed in her mission to spread happiness? genre Drama"
"TitleKanpur Waale Khuranas Overview Hosted by Aparshakti Khurana and Sunil Grover, who plays the quintessential 'Jija-Saala' on the show, join their crazy family as they take you through the big-ticket events of 2018 with funny gags, games and your favorite stars. genre Comedy, Talk-Show"
TitleJodee Kamaal Ki Overview A game show where celebrity couples have to prove how well they know each other. genre Reality-TV
TitleRuk Jana Nahin Overview The story of a simple girl who overcomes her vulnerability to survive in an exploitative world. She faces day-to-day challenges in the male dominated society and uses her wit to overcome them. genre Drama
"TitleLakhon Mein Ek Overview A series that aired on Star Plus TV network, based on the inspiring stories of real people who listened to their hearts and not what others dictated, to ultimately change social attitudes. genre Biography"
"TitleAaj Ki Raat Hai Zindagi Overview The Show celebrates uncommon people's kindness towards society and showcase the journeys of people, who went against all odds to help the society improve and worked as an inspiration for others to change their outlook. genre Reality-TV"
TitleNayi Soch Ki Talaash Aamir Ke Saath Overview Bollywood movie actor Aamir Khan answers questions with the cast of the Star TV parivaar serial characters as well as plugging his new movie Talaash. genre Talk-Show
"TitleP.O.W. Bandi Yuddh Ke Overview After spending 17 years in captivity, two soldiers, who share a dark secret, return to their families. The two families try to pick up from where they left off, while a government agent tries to expose their secret. genre Drama, Thriller"
TitlePyaar Mein Twist Overview A unique love story between a geek Amol and a hot girl called Rekha. genre Comedy
"TitleDivya Drishti Overview Separated at childhood, Divya and Drishti attain super powers - to not only see the future, but also manipulate it. However, their own future lies in the hands of an evil Pishachini. genre Fantasy"
"TitleYeh Rishtey Hain Pyaar Ke Overview Mishti, a young woman, is expected to settle for an arranged married by her family. However, she feels that she must get a chance to know her life partner well before tying the knot with him. genre Drama"
TitleSantaan Overview The struggle of parents to bring up their children and then the pain of seeing those children move away. genre Drama
"TitleEk Bhram - Sarvagun Sampanna Overview Appearances can be deceptive and so is Jhanvi, the perfect bahu of the Mittal household. Fuelled by revenge, she's planning a sinister future for her 'beloved' in-laws. No one knows why? genre Drama"
"TitleKahaan Hum Kahaan Tum Overview A chance encounter brings together Dr. Rohit, a heart surgeon and Sonakshi, a TV actress. Starting off on a wrong foot, they are amazed at the differences in their worlds, and what begins then is a bond that alters their lives forever. genre Comedy, Drama, Romance"
"TitleSanjivani Overview Under Dr Shashank's tutelage, Dr Sid loves to bend the rules while Dr Ishani prefers to play by them. In the new-age medical system, will they manage to be the 'dream docs' for every patient? genre Drama"
"TitleMere Angne Mein Overview Shanti Devi is authoritative, bossy and runs the Srivastav house with an iron fist. Her family members include her dutiful son Raghav, her daughter Sarla and her grandson. genre Drama"
"TitleNamah Overview He is the supreme lord and the ultimate soul of the universe. The creator, the preserver and the annihilator. Watch the eternal legends of Lord Narayan and his avatars.. genre Drama"
"TitleYehh Jadu Hai Jinn Ka Overview He lives under the dark shadow of a Jinn while she is blessed with angelic qualities. What turn will Aman and Roshni's lives take when the two entangle in a 'magical' love story? genre Drama, Fantasy, Romance"
"TitleYeh Hai Chahatein Overview Dr. Preesha, a single mother who raises her elder sister's child, Saransh after her elder sister's death. Then she meets Rudraksh who is a rockstar. genre Drama"
TitleDance Champions Overview This dance show places the contestants into few teams which are mentored by a professional dancer. Dance Champions features champion dancers who won or were runners-up in different shows. ...                See full summary » genre Reality-TV
"TitleDadi Amma.. Dadi Amma Maan Jaao! Overview Shraddha and Anjali are millennial sisters with dreams to fulfill and their 75-year-old kids, the grandparents to care for. Can they strike a balance? genre Drama"
"TitleAnupamaa Overview Anupamaa sacrificed a lot to become a loyal wife, a devoted daughter-in-law, and a loving mother, only to be disrespected in return. After the bitter realization, she sets out to live on . genre Drama"
TitleZindgi Ka Har Rang ... Gulaal Overview A young woman has a unique ability to unearth water in arid lands. a young woman named Gulaal who is a water diviner. She is an effervescent young woman who has a unique ability to unearth water in arid lands. genre Drama
"TitleDil Jaise Dhadke... Dhadakne Do Overview Iti and Yug's innocent friendship has survived emotional trauma and class divide. But will they break free from the shackles of Devguru, who believes little Iti to be a goddess?. genre Drama"
TitleMaharaj Ki Jai Ho Overview A 21st century man travels back through time in the Mahabharata era. genre Comedy
TitleShaadi Mubarak Overview Preeti when disrespected by both son & his wife tries to earn respect by doing a job as a wedding planner. genre Drama
"TitleGhum Hai Kisikey Pyaar Meiin Overview Sai Joshi, a fearless girl who aspires to become a doctor, marries an IPS officer, Virat Chavan, pretending to be a deal. The story revolves around the life of Sai in orthodox joint family of Virat and how Sai and Virat fall in love. genre Drama, Romance"
"TitleSaath Nibhaana Saathiya 2 Overview Gopi finds her younger self in Gehna while visiting the selfish and greedy Desais. But when their youngest son returns home, things take an unexpected turn.. genre Drama"
"TitleTaare Zameen Par Overview Aspiring young singers from all over India showcase their talents under the mentorship of prominent artists to impress the judges. genre Game-Show, Music"
"TitleImlie Overview Imlie, a young and smart village belle, is forced to marry a journalist after they seek shelter in a hut during heavy rains. On reaching the city, she realises that her husband is engaged to be married. genre Drama"
"TitleAap Ki Nazron Ne Samjha Overview Darsh, a blind photographer, crosses path with selfless Nandini. Sparks fly, hearts flutter and a beautiful tale of love begins. genre Drama"
"TitleMehndi Hai Rachne Waali Overview Widowed Pallavi is all for family, while loner Raghav, a business magnate, is all for money. One day, these polar opposites clash. genre Drama, Romance"
"TitlePandya Store Overview In the era of nuclear families, Dhara uses her entrepreneurial foresight to revive her ancestral business. But can she keep her family united against all odds? genre Drama"
"TitleShaurya Aur Anokhi Ki Kahani Overview Sparks fly when masked modern-day misogynist Shaurya comes across Anokhi, a headstrong girl. With their clashing ideologies on the line, will opposites attract? genre Drama"
"TitleRudrakaal Overview Suspended IPS officer Ranjan, aka Cheetah, is on a mission to find his mentor's killer. Juggling his personal and professional demons, he is in for a surprise. genre Action"
"TitleZindagi Mere Ghar Aana Overview Despite losing their COVID warrior son to the pandemic, the Sakhujas are hopeful during tragic times. What happens when a grumpy loner enters their life? genre Comedy, Drama, Romance"
"TitleVidrohi Overview Set in Odisha 1817, in the backdrop of Paika Rebellion, a common enmity with East India Company brings together Senapati Buxi Jagabandhu and Kalyani, a warrior princess. genre History"
"TitleKabhi Kabhie Ittefaq Sey Overview Gungun lives with her father and Aunt Only , so she does not know the joy of living in a big family like Anubhav. They have somewhat opposite personalities but still fate wants them to complete the love they are lacking in their lives. genre Drama"
"TitleKumkum Bhagya Overview Kumkum Bhagya is a love story of Pragya and Abhi who are destined to be together against all odds. genre Comedy, Drama, Romance"
TitleKundali Bhagya Overview The show narrates the story of two sisters of Pragya from Kumkum Bhagya (2014) Preeta and Srishti and their attempt to reunite with their mother Sarla. genre Drama
"TitleAap Ke Aa Jane Se Overview A love story between a 42 year old middle class, conservative single mother, Vedika and a 24 year old irresponsible, maverick, Sahil, from a traditional, super rich business family. genre Drama, Romance"
"TitleKaleerein Overview A free-spirited girl who wants to live life on her own terms, Meera values her uniqueness and is in search of a suitor who will accept her for the person she truly is. genre Drama, Romance"
"TitlePiyaa Albela Overview Naren, a spiritually inclined boy, spends his time admiring nature and doing humanitarian work. His friendship with Pooja, a pretty college student, changes his life in the most unexpected way. genre Drama, Musical, Romance"
"TitleWoh Apna Sa Overview Revolves around the lives of 3 people, Aditya ( Sudeep Sahir), Nisha (Riddhi Dogra) and Jhanvi ( Disha Parmar), and Woh played by Jhanvi, will redefine the status of Woh, and make people ...                See full summary » genre Drama, Romance"
"TitleZindagi Ki Mehak Overview Two foodies from a different background meet each other. As their characters develop, the love for food changes to love for each other. This series is about how they grow as human beings, ...                See full summary » genre Romance"
"TitleHip Hip Hurray Overview The story is based on the lives of 12th grade students at the DeNobili High School and their adventures, their fears and hopes, their relationships and interactions. Besides that the story ...                See full summary » genre Drama"
"TitleKasamh Se Overview An Ekta Kapoor Serial that deals with the trials and tribulations of three sisters, Bani, Pia and Rano. genre Drama"
"TitleAfsar Bitiya Overview The story traces the journey of Krishna, whose life centers around getting a good education to improve her family's life. The show also focuses on the importance of female education. genre Drama"
